VoteKit PreferenceProfile
Candidates
(Kelly Doyle:Kelly ),(Eric Zimmerman:Eric Z),(Mike DiNapoli:Mike D),(Bob Callahan:Bob Ca),(Kevin Goldsmith:Kevin ),(Michael Trimble:Michae),(Chloe Mason:Chloe ),(Bob Weinstein:Bob We),(Tony Morse:Tony M),(Raquel Coyote:Raquel),(Lisa Freeman:Lisa F),(Eli Arnold:Eli Ar),(Ciatta R Thompson:Ciatta),(Tony Schwartz:Tony S),(Olivia Clark:Olivia),(Chad Lykins:Chad L),(Andra Vltavin:Andra ),(Joseph (Joe) Alfone:Joseph),(Patrick Cashman:Patric),(Mitch Green:Mitch ),(Sarah Silkie:Sarah ),(Chris Henry:Chris ),(Ben Hufford:Ben Hu),(Brandon Farley:Brando),(L Christopher Regis:L Chri),(John Toran:John T),(Moses Ross:Moses ),(Stanley Penkin:Stanle),(John J Goldsmith:John J),(Lee Odell:Lee Od)
Max Ranking Length
6
Includes Voter Set
False
=,=,=,=,=,=,=,=,=,=
&,{'Andra '},{'Chris '},{'Sarah '},{'Ciatta'},{'Lisa F'},{'Bob We'},&,1/1,&
&,{'Andra '},{'Chris '},{'Sarah '},{'Lisa F'},{'Mike D'},{'John T'},&,1/1,&
&,{'Andra '},{'Chris '},{'Sarah '},{'Lisa F'},,,&,1/1,&
&,{'Andra '},{'Chris '},{'Sarah '},{'Michae'},{'Joseph'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Chris '},{'Tony S'},{'Michae'},{'Joseph'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Bob We'},{'Lisa F'},{'Sarah '},{'Chris '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Bob We'},{'Mike D'},{'Sarah '},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Bob We'},,,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chad L'},{'Bob We'},{'Chris '},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chad L'},{'Chris '},{'Lisa F'},{'Kelly '},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Chad L'},{'Lisa F'},{'Ben Hu'},{'Mike D'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chad L'},{'Michae'},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chad L'},{'Mitch '},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Lisa F'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Lisa F'},{'Sarah '},{'Olivia'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Lisa F'},{'Sarah '},{'Tony M'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Sarah '},{'Lisa F'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},{'Sarah '},{'Tony M'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chloe '},,,,&,2/1,&
&,{'Andra '},{'Ciatta'},{'Chris '},{'Chad L'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Chris '},{'Chloe '},{'Chad L'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Eli Ar'},{'Olivia'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'John T'},{'Olivia'},{'Sarah '},{'Moses '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Joseph'},{'Chloe '},{'Chad L'},{'Mitch '},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Joseph'},{'Lisa F'},{'Sarah '},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Joseph'},{'Michae'},{'Olivia'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Joseph'},,,,&,3/1,&
&,{'Andra '},{'Ciatta'},{'Kevin '},,,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Chad L'},{'Mitch '},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Chad L'},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Chad L'},{'Sarah '},{'Chloe '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Chloe '},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Joseph'},,,&,2/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Mitch '},{'Kevin '},{'Chad L'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Mitch '},{'Sarah '},{'Chad L'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Moses '},{'Sarah '},{'Chloe '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Patric'},{'Bob Ca'},{'Tony M'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Sarah '},{'Chris '},{'Moses '},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Lisa F'},{'Sarah '},,,&,3/1,&
&,{'Andra '},{'Ciatta'},{'Michae'},{'Mike D'},{'Lisa F'},{'Bob Ca'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mike D'},{'Chad L'},{'Lisa F'},{'Mitch '},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Mike D'},{'Joseph'},{'John T'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mike D'},{'Michae'},{'Mitch '},{'Chad L'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mike D'},{'Mitch '},{'Chloe '},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mike D'},{'Sarah '},{'Chad L'},{'Chloe '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Chad L'},{'Sarah '},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Chloe '},{'Sarah '},{'John T'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Chloe '},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Kevin '},{'Moses '},{'Joseph'},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Lisa F'},{'Sarah '},{'Mike D'},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},{'Tony M'},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Mitch '},,,,&,3/1,&
&,{'Andra '},{'Ciatta'},{'Moses '},{'Lee Od'},{'Lisa F'},{'Chloe '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Olivia'},{'Lisa F'},{'Michae'},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Olivia'},{'Lisa F'},{'Sarah '},{'Mike D'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Olivia'},{'Sarah '},{'Chloe '},{'Lisa F'},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Olivia'},{'Sarah '},{'Tony M'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Raquel'},{'Kelly '},{'Olivia'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Raquel'},{'Olivia'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Ben Hu'},{'Joseph'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Chad L'},{'Moses '},{'Kevin '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Chloe '},{'Lisa F'},{'Chris '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Chloe '},{'Lisa F'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Chloe '},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Chris '},{'Lisa F'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Lisa F'},{'Michae'},{'Chad L'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Lisa F'},{'Mitch '},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Lisa F'},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mike D'},{'Bob Ca'},,&,2/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mike D'},{'Lisa F'},{'John T'},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mike D'},,,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mitch '},{'Chad L'},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mitch '},{'Lisa F'},,&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mitch '},{'Mike D'},{'Bob We'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Mitch '},,,&,2/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Moses '},{'Mitch '},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},{'Olivia'},{'Lisa F'},{'Chad L'},&,2/1,&
&,{'Andra '},{'Ciatta'},{'Sarah '},,,,&,3/1,&
&,{'Andra '},{'Ciatta'},{'Tony M'},{'Bob We'},{'Mitch '},{'Michae'},&,1/1,&
&,{'Andra '},{'Ciatta'},{'Tony M'},{'Joseph'},{'Mitch '},{'Michae'},&,1/1,&
&,{'Andra '},{'Ciatta'},,,,,&,3/1,&
&,{'Andra '},{'Eli Ar'},{'Chloe '},{'Ciatta'},{'Sarah '},{'Eric Z'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Chloe '},{'Olivia'},{'Eric Z'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Chloe '},{'Olivia'},{'Mike D'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Chloe '},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Chloe '},{'Raquel'},{'Patric'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Ciatta'},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Ciatta'},,,,&,1/1,&
&,{'Andra '},{'Eli Ar'},{'John T'},{'Bob We'},{'Olivia'},{'Ben Hu'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'John T'},{'Olivia'},{'Ben Hu'},{'Eric Z'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Michae'},{'Eric Z'},,,&,2/1,&
&,{'Andra '},{'Eli Ar'},{'Mitch '},{'Eric Z'},{'Olivia'},{'Bob We'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Mitch '},{'Sarah '},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Olivia'},{'Lisa F'},{'Bob We'},{'Kevin '},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Stanle'},{'Chad L'},{'Ciatta'},{'Chloe '},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Stanle'},{'John T'},{'Bob Ca'},{'Michae'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Tony M'},{'Chloe '},{'Chad L'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Eli Ar'},{'Olivia'},{'Lisa F'},,,&,1/1,&
&,{'Andra '},{'Eric Z'},{'Ben Hu'},{'Eli Ar'},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Eric Z'},{'Chloe '},{'Mitch '},{'Tony M'},,&,1/1,&
&,{'Andra '},{'Eric Z'},{'Mitch '},{'Eli Ar'},{'Tony M'},{'Chloe '},&,1/1,&
&,{'Andra '},{'Eric Z'},{'Mitch '},{'Tony M'},{'John T'},{'Chad L'},&,1/1,&
&,{'Andra '},{'Eric Z'},{'Olivia'},{'Bob Ca'},,,&,1/1,&
&,{'Andra '},{'Eric Z'},{'Olivia'},{'Mitch '},{'Bob We'},,&,1/1,&
&,{'Andra '},{'Eric Z'},{'Raquel'},{'Brando'},{'Chloe '},{'Michae'},&,1/1,&
&,{'Andra '},{'Eric Z'},{'Sarah '},{'Ben Hu'},{'Chad L'},{'John T'},&,1/1,&
&,{'Andra '},{'Eric Z'},{'Sarah '},{'Lisa F'},{'Chloe '},{'Chad L'},&,1/1,&
&,{'Andra '},{'John J'},{'Ben Hu'},{'Patric'},{'Olivia'},{'Eric Z'},&,1/1,&
&,{'Andra '},{'John J'},{'Chloe '},{'Ciatta'},{'Raquel'},{'Sarah '},&,1/1,&
&,{'Andra '},{'John J'},{'Chloe '},{'John T'},{'Olivia'},{'Raquel'},&,1/1,&
&,{'Andra '},{'John J'},{'Chloe '},{'Michae'},{'Mitch '},{'Chad L'},&,1/1,&
&,{'Andra '},{'John J'},{'Chloe '},{'Raquel'},{'Lisa F'},{'Kelly '},&,1/1,&
&,{'Andra '},{'John J'},{'Chris '},{'Joseph'},{'Michae'},{'Kelly '},&,1/1,&
&,{'Andra '},{'John J'},{'Eli Ar'},{'Tony M'},{'John T'},{'Raquel'},&,1/1,&
&,{'Andra '},{'John J'},{'L Chri'},{'Brando'},{'Ciatta'},{'Chloe '},&,1/1,&
&,{'Andra '},{'John J'},{'Lee Od'},{'Bob We'},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Andra '},{'John J'},{'Lee Od'},{'Chloe '},{'Bob Ca'},{'Chris '},&,1/1,&
&,{'Andra '},{'John J'},{'Olivia'},{'Lisa F'},{'Sarah '},{'Chloe '},&,2/1,&
&,{'Andra '},{'John T'},{'Bob Ca'},{'Chris '},{'Chloe '},{'Patric'},&,1/1,&
&,{'Andra '},{'John T'},{'Chad L'},{'Eric Z'},{'Bob We'},{'Chris '},&,1/1,&
&,{'Andra '},{'John T'},{'Chloe '},{'Eric Z'},{'Moses '},,&,1/1,&
&,{'Andra '},{'John T'},{'Chloe '},{'Lisa F'},{'Sarah '},{'Michae'},&,1/1,&
&,{'Andra '},{'John T'},{'Chloe '},{'Michae'},{'Tony M'},{'Joseph'},&,1/1,&
&,{'Andra '},{'John T'},{'Chloe '},{'Mitch '},,,&,1/1,&
&,{'Andra '},{'John T'},{'Chloe '},{'Tony M'},{'Joseph'},{'Chad L'},&,1/1,&
&,{'Andra '},{'John T'},{'Ciatta'},{'Chloe '},,,&,1/1,&
&,{'Andra '},{'John T'},{'Ciatta'},{'Olivia'},{'Sarah '},{'Eric Z'},&,2/1,&
&,{'Andra '},{'John T'},{'Lisa F'},{'Mitch '},,,&,1/1,&
&,{'Andra '},{'John T'},{'Mitch '},{'Chris '},{'Ciatta'},{'Olivia'},&,2/1,&
&,{'Andra '},{'John T'},{'Moses '},{'Eric Z'},{'Tony S'},{'Sarah '},&,1/1,&
&,{'Andra '},{'John T'},{'Olivia'},{'Lisa F'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Andra '},{'John T'},{'Olivia'},{'Lisa F'},{'Sarah '},{'Mitch '},&,2/1,&
&,{'Andra '},{'John T'},{'Sarah '},,,,&,3/1,&
&,{'Andra '},{'Joseph'},{'Bob Ca'},{'Moses '},{'Kevin '},{'Mike D'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Bob We'},{'Mitch '},{'Tony M'},,&,1/1,&
&,{'Andra '},{'Joseph'},{'Brando'},{'Bob We'},{'Mitch '},{'Kevin '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chad L'},{'Chris '},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chad L'},{'Ciatta'},{'Michae'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chad L'},{'Ciatta'},{'Mike D'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chad L'},{'Lisa F'},{'Mitch '},{'Mike D'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chad L'},{'Patric'},{'Lee Od'},{'Tony S'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Chris '},{'Sarah '},{'Bob Ca'},{'Tony M'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Ciatta'},{'Chris '},,,&,1/1,&
&,{'Andra '},{'Joseph'},{'Ciatta'},{'Eric Z'},{'Ben Hu'},{'Lisa F'},&,2/1,&
&,{'Andra '},{'Joseph'},{'Ciatta'},{'Sarah '},,,&,1/1,&
&,{'Andra '},{'Joseph'},{'Eli Ar'},{'Stanle'},{'Chloe '},{'Olivia'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Lee Od'},{'Chloe '},,,&,1/1,&
&,{'Andra '},{'Joseph'},{'Lisa F'},{'Bob We'},{'Mitch '},{'Kevin '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Michae'},{'Kelly '},{'Chris '},{'Mitch '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Michae'},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Joseph'},{'Mike D'},{'Ciatta'},,,&,2/1,&
&,{'Andra '},{'Joseph'},{'Mike D'},{'Michae'},,,&,2/1,&
&,{'Andra '},{'Joseph'},{'Mitch '},{'Moses '},{'Bob We'},{'Kevin '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Mitch '},{'Tony M'},{'Chloe '},{'Chad L'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Mitch '},,,,&,1/1,&
&,{'Andra '},{'Joseph'},{'Moses '},{'Chris '},{'Sarah '},{'Bob Ca'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Olivia'},{'Chloe '},{'Moses '},{'Stanle'},&,1/1,&
&,{'Andra '},{'Joseph'},{'Tony M'},{'Chad L'},{'Ciatta'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Joseph'},{'Tony M'},{'Chad L'},{'Sarah '},,&,1/1,&
&,{'Andra '},{'Joseph'},{'Tony M'},{'Chloe '},{'Chad L'},,&,1/1,&
&,{'Andra '},{'Joseph'},{'Tony M'},{'Ciatta'},{'Moses '},{'Michae'},&,2/1,&
&,{'Andra '},{'Joseph'},{'Tony M'},{'Stanle'},{'Michae'},{'Chad L'},&,3/1,&
&,{'Andra '},{'Joseph'},,,,,&,1/1,&
&,{'Andra '},{'Kelly '},{'Chloe '},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Kelly '},{'John J'},{'Kevin '},,,&,1/1,&
&,{'Andra '},{'Kelly '},{'Lisa F'},{'Chad L'},,,&,1/1,&
&,{'Andra '},{'Kelly '},{'Sarah '},{'Lisa F'},{'Olivia'},{'Raquel'},&,1/1,&
&,{'Andra '},{'Kelly '},,,,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Bob Ca'},{'Mike D'},{'Olivia'},{'Chloe '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Bob Ca'},,,,&,3/1,&
&,{'Andra '},{'Kevin '},{'Chloe '},{'Chad L'},{'Stanle'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Chloe '},{'Ciatta'},,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Chloe '},{'Lisa F'},,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Ciatta'},{'Chad L'},{'Sarah '},{'Tony M'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Ciatta'},{'Lisa F'},{'Mike D'},{'Chad L'},&,2/1,&
&,{'Andra '},{'Kevin '},{'Ciatta'},{'Michae'},{'Bob Ca'},{'Mike D'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Ciatta'},{'Moses '},{'Michae'},{'Mike D'},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Ciatta'},{'Brando'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Eli Ar'},{'Chloe '},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Eli Ar'},{'Kelly '},{'Chris '},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Joseph'},{'Eric Z'},,&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Kelly '},,,&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Sarah '},{'Lisa F'},{'Raquel'},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},{'Tony M'},{'Chloe '},{'Bob Ca'},&,1/1,&
&,{'Andra '},{'Kevin '},{'John J'},,,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Joseph'},{'Stanle'},{'Ciatta'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Joseph'},,,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Lisa F'},{'Chloe '},,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Michae'},{'Lisa F'},{'Sarah '},{'Raquel'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Bob We'},{'Ciatta'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Chloe '},{'John T'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Chloe '},{'Michae'},{'Brando'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Ciatta'},{'Lisa F'},{'Bob Ca'},&,2/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Stanle'},{'Ben Hu'},{'Tony M'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Stanle'},{'Tony M'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Tony M'},{'Chad L'},{'Joseph'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Tony M'},{'Chad L'},{'Michae'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},{'Tony M'},{'Stanle'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Mitch '},,,,&,1/1,&
&,{'Andra '},{'Kevin '},{'Sarah '},{'Ben Hu'},{'Moses '},{'John T'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Stanle'},{'Chad L'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Stanle'},{'Ciatta'},{'Mike D'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Chad L'},{'Ciatta'},{'Eli Ar'},&,3/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Chad L'},{'Olivia'},{'Moses '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Chloe '},{'Bob Ca'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Chris '},{'Sarah '},{'Moses '},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Ciatta'},{'Chad L'},{'Lisa F'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Moses '},{'Chad L'},{'Ciatta'},&,1/1,&
&,{'Andra '},{'Kevin '},{'Tony M'},{'Sarah '},{'Mike D'},{'Mitch '},&,1/1,&
&,{'Andra '},{'Kevin '},,,,,&,2/1,&
&,{'Andra '},{'Lee Od'},{'Chloe '},{'Raquel'},{'Lisa F'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Lee Od'},{'Ciatta'},{'Raquel'},{'Sarah '},{'Eric Z'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'Eli Ar'},{'Tony M'},{'Michae'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'Eric Z'},{'Tony S'},{'Eli Ar'},,&,1/1,&
&,{'Andra '},{'Lee Od'},{'John J'},{'Bob We'},{'Stanle'},{'Chad L'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'John J'},{'Kevin '},{'Mitch '},{'Bob We'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'John J'},{'Kevin '},{'Joseph'},,&,1/1,&
&,{'Andra '},{'Lee Od'},{'Joseph'},{'Bob We'},{'Kevin '},{'John J'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'Kevin '},{'Bob We'},{'Raquel'},{'L Chri'},&,1/1,&
&,{'Andra '},{'Lee Od'},{'Kevin '},,,,&,1/1,&
&,{'Andra '},{'Lee Od'},{'Mitch '},{'Eli Ar'},{'Joseph'},{'Bob We'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Bob We'},{'Sarah '},{'Mitch '},{'Olivia'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Bob We'},{'Tony M'},{'Mitch '},,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Bob We'},,,,&,2/1,&
&,{'Andra '},{'Lisa F'},{'Chad L'},{'Chloe '},{'Mitch '},{'Joseph'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chad L'},{'Joseph'},{'Michae'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chad L'},{'Mitch '},{'Moses '},{'Eric Z'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chad L'},{'Mitch '},{'Sarah '},{'Mike D'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chad L'},{'Sarah '},{'Chris '},{'Mike D'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Chad L'},{'Chris '},{'Michae'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Ciatta'},{'Olivia'},,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Ciatta'},,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Mitch '},,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Sarah '},{'Ciatta'},{'Joseph'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chloe '},{'Tony M'},{'Stanle'},{'Joseph'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chris '},{'Chad L'},,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chris '},{'Chloe '},{'Michae'},,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Chris '},{'Mitch '},{'Kelly '},{'Chad L'},&,2/1,&
&,{'Andra '},{'Lisa F'},{'Chris '},{'Tony S'},{'Sarah '},{'Bob We'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Chris '},{'Moses '},{'Eric Z'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Eric Z'},{'Bob We'},{'Olivia'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Mike D'},{'Sarah '},{'Chad L'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Mitch '},{'Bob We'},{'Sarah '},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Moses '},{'Mitch '},{'Sarah '},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Ciatta'},{'Sarah '},{'Chloe '},{'John J'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Eric Z'},{'Mike D'},{'Olivia'},{'Chad L'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Eric Z'},{'Olivia'},,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Kevin '},{'Mike D'},,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Kevin '},,,,&,1/1,&
&,{'Andra '},{'Lisa F'},{'Michae'},{'Bob We'},{'Chris '},{'John T'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Michae'},{'Chris '},{'Joseph'},{'John T'},&,1/1,&
&,{'Andra '},{'Lisa F'},{'Michae'},{'Sarah '},{'Mitch '},{'Chloe '},&,1/1,&
